1.60 2.4 1 F= -.67564100E+01 E0= -.67557309E+01 d E =-.135823E-02
1.60 2.44 1 F= -.70411493E+01 E0= -.70405386E+01 d E =-.122149E-02
1.60 2.48 1 F= -.72383153E+01 E0= -.72377773E+01 d E =-.107602E-02
1.60 2.50 1 F= -.73093460E+01 E0= -.73087940E+01 d E =-.110400E-02
1.60 2.52 1 F= -.73617606E+01 E0= -.73612066E+01 d E =-.110809E-02
1.60 2.54 1 F= -.74007301E+01 E0= -.74001673E+01 d E =-.112559E-02
1.60 2.56 1 F= -.74259969E+01 E0= -.74254792E+01 d E =-.103537E-02
1.60 2.6 1 F= -.74402837E+01 E0= -.74397436E+01 d E =-.108020E-02
1.60 2.64 1 F= -.74127884E+01 E0= -.74122442E+01 d E =-.108839E-02
1.60 2.68 1 F= -.73510215E+01 E0= -.73504658E+01 d E =-.111143E-02
1.60 2.75 1 F= -.71760174E+01 E0= -.71753685E+01 d E =-.129764E-02
1.60 2.8 1 F= -.70106158E+01 E0= -.70100817E+01 d E =-.106823E-02
1.63 2.4 1 F= -.68774530E+01 E0= -.68765931E+01 d E =-.171988E-02
1.63 2.44 1 F= -.71282375E+01 E0= -.71274460E+01 d E =-.158314E-02
1.63 2.48 1 F= -.72968201E+01 E0= -.72959904E+01 d E =-.165931E-02
1.63 2.50 1 F= -.73546275E+01 E0= -.73537356E+01 d E =-.178387E-02
1.63 2.52 1 F= -.73955295E+01 E0= -.73946383E+01 d E =-.178225E-02
1.63 2.54 1 F= -.74233811E+01 E0= -.74224666E+01 d E =-.182909E-02
1.63 2.56 1 F= -.74384936E+01 E0= -.74375350E+01 d E =-.191705E-02
1.63 2.6 1 F= -.74350342E+01 E0= -.74342249E+01 d E =-.161867E-02
1.63 2.64 1 F= -.73925631E+01 E0= -.73918547E+01 d E =-.141679E-02
1.63 2.68 1 F= -.73175889E+01 E0= -.73170163E+01 d E =-.114514E-02
1.63 2.75 1 F= -.71229382E+01 E0= -.71225117E+01 d E =-.852877E-03
1.63 2.8 1 F= -.69487027E+01 E0= -.69482736E+01 d E =-.858369E-03
1.66 2.4 1 F= -.69759064E+01 E0= -.69754881E+01 d E =-.836469E-03
1.66 2.44 1 F= -.71968329E+01 E0= -.71964676E+01 d E =-.730768E-03
1.66 2.48 1 F= -.73396947E+01 E0= -.73392251E+01 d E =-.939224E-03
1.66 2.50 1 F= -.73862785E+01 E0= -.73857786E+01 d E =-.999865E-03
1.66 2.52 1 F= -.74163861E+01 E0= -.74158245E+01 d E =-.112330E-02
1.66 2.54 1 F= -.74348508E+01 E0= -.74342093E+01 d E =-.128305E-02
1.66 2.56 1 F= -.74405914E+01 E0= -.74398634E+01 d E =-.145583E-02
1.66 2.6 1 F= -.74204420E+01 E0= -.74196779E+01 d E =-.152822E-02
1.66 2.64 1 F= -.73636620E+01 E0= -.73629736E+01 d E =-.137672E-02
1.66 2.68 1 F= -.72750689E+01 E0= -.72745983E+01 d E =-.941162E-03
1.66 2.75 1 F= -.70650748E+01 E0= -.70646645E+01 d E =-.820660E-03
1.66 2.8 1 F= -.68817172E+01 E0= -.68812133E+01 d E =-.100769E-02
1.70 2.4 1 F= -.70765008E+01 E0= -.70759360E+01 d E =-.112954E-02
1.70 2.44 1 F= -.72612526E+01 E0= -.72606549E+01 d E =-.119542E-02
1.70 2.48 1 F= -.73737976E+01 E0= -.73732387E+01 d E =-.111773E-02
1.70 2.50 1 F= -.74067782E+01 E0= -.74061496E+01 d E =-.125718E-02
1.70 2.52 1 F= -.74240713E+01 E0= -.74233143E+01 d E =-.151402E-02
1.70 2.54 1 F= -.74306727E+01 E0= -.74298101E+01 d E =-.172523E-02
1.70 2.56 1 F= -.74258085E+01 E0= -.74248660E+01 d E =-.188491E-02
1.70 2.6 1 F= -.73865840E+01 E0= -.73855309E+01 d E =-.210615E-02
1.70 2.64 1 F= -.73114921E+01 E0= -.73104540E+01 d E =-.207624E-02
1.70 2.68 1 F= -.72099610E+01 E0= -.72089878E+01 d E =-.194637E-02
1.70 2.75 1 F= -.69817401E+01 E0= -.69809987E+01 d E =-.148277E-02
1.70 2.8 1 F= -.67887564E+01 E0= -.67881719E+01 d E =-.116903E-02
1.74 2.4 1 F= -.71443089E+01 E0= -.71434721E+01 d E =-.167373E-02
1.74 2.44 1 F= -.72984704E+01 E0= -.72975468E+01 d E =-.184704E-02
1.74 2.48 1 F= -.73854454E+01 E0= -.73846354E+01 d E =-.161994E-02
1.74 2.50 1 F= -.74066034E+01 E0= -.74058215E+01 d E =-.156389E-02
1.74 2.52 1 F= -.74131838E+01 E0= -.74124037E+01 d E =-.156023E-02
1.74 2.54 1 F= -.74099532E+01 E0= -.74091582E+01 d E =-.159002E-02
1.74 2.56 1 F= -.73953698E+01 E0= -.73945441E+01 d E =-.165130E-02
1.74 2.6 1 F= -.73393300E+01 E0= -.73384800E+01 d E =-.170003E-02
1.74 2.64 1 F= -.72518837E+01 E0= -.72510646E+01 d E =-.163821E-02
1.74 2.68 1 F= -.71393921E+01 E0= -.71386002E+01 d E =-.158373E-02
1.74 2.75 1 F= -.68948618E+01 E0= -.68940637E+01 d E =-.159618E-02
1.74 2.8 1 F= -.66930353E+01 E0= -.66923569E+01 d E =-.135678E-02
